1,1,eXcaleでB2Cをやってわかった10のこと（仮）,eXcaleはTISとしては珍しいと言える、コンシューマも利用可能なサービスを展開しています。TISでそういったビジネスをやることの大変さとか、メンバ全員初経験のマスマーケティング、Webマーケティングをやってみてわかったことなどをつらつらと話します。今後そういった事業をやりたいと思っている人の参考に少しでもなればいいかな、と。,19:20,19:50,西谷圭介氏,金融系基幹システムの開発等を経験したのち、サービスの企画・開発に従事。IaaS開発を経て、現在は「eXcale」というサービスの開発をやってます。,nishitani.jpg,image/jpeg,18212
1,1,TISができるサービス型ビジネスって何だろう？,全社的にこれまでのシステムインテグレーションから「コンサルティング」「サービス型ビジネス」への移行を進めていく、ということを社長もおっしゃっています。「サービス型ビジネス」と一言で言っていますが、TISが提供するべきなのは、「どんな」「何の」サービスなのでしょうか。それを提供する事業者になるために、TISは何をしなければならないのでしょうか。当日、内藤からもお話をしますが、できる限り参加型の場にして、ぜひ皆さんで考えてみようと考えています。ぜひご参加を！,20:05,20:35,内藤稔氏,皆さんこんにちは。内藤です。クラウドやってます。主にサービス企画から開発、運用、プリセールス、マーケティングそして社外講演など、基本的に何でもやってます。2009/4～　TISのPaaS/IaaSである「TIS ENTERPRISE ONDEMAND SERVICE（以下T.E.O.S.）」立ち上げに参画。2010/4～　推進責任者として様々なお客様のクラウド検討を実施2011/10～　TISクラウドビジネス推進を担当TwitterID：@minoruntw,naito.jpg,image/jpeg,12713
1,2,未定,未定,19:20,19:50,角谷氏,STC主管の研修にてアジャイルなモバイル開発を実践中,,,
1,2,未定,「マッシュアップアプリケーション開発用フレームワークdarzanaや、Clojure周辺技術について？」,20:05,20:35,川島義隆氏,シニアエキスパート。品質管理 (Capsule-Tの原点)からJDBCドライバまでプログラミングする。書籍「100人のプロが選んだソフトウェア開発の名著　君のために選んだ1冊」に「川島義隆が悩めるSIエンジニアへ贈りたい1冊」として寄稿。Blog: https://github.com/kawasima/,kawasima.jpg,image/jpeg,162959
1,1,LT大会,LightningTalks 懇親会,20:50,22:20,募集中,ご応募お待ちしています。お問い合わせ：〇〇,,,
